ZipCode,Population,HouseholdsPerZipCode,WhitePopulation,BlackPopulation,HispanicPopulation,AsianPopulation,HawaiianPopulation,IndianPopulation,OtherPopulation,MalePopulation,FemalePopulation,PersonsPerHousehold,AverageHouseValue,IncomePerHousehold,MedianAge,MedianAgeMale,MedianAgeFemale,NumberOfBusinesses,NumberOfEmployees,BusinessFirstQuarterPayroll,BusinessAnnualPayroll,GrowthRank,GrowingCountiesA,GrowingCountiesB,GrowthIncreaseNumber,GrowthIncreasePercentage,CBSAPopulation,CBSADivisionPopulation,DeliveryResidential,DeliveryBusiness,DeliveryTotal,PopulationEstimate,LandArea,WaterArea,BoxCount,SFDU,MFDU,MarketRatingAreaID,CityType_B,CityType_C,CityType_N,CityType_P,CityType_U,CityType_Z,CityDeliveryIndicator_N,CityDeliveryIndicator_Y,MedicareCBSAType_Metro,MedicareCBSAType_Micro,UBS_Open_Branch
1608,3888,1503,2188,734,1986,222,24,86,841,2093,1795,2.24,0,18843,28.7,29.1,28.0,525,13691,193194,777469,0,0,0,0,0.0,798552,0,1979,833,3712,4432,0.448,0.0,0,149,1502,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1945,19808,8144,19307,205,417,332,7,64,137,9356,10452,2.42,593100,103148,45.7,44.6,46.6,556,3782,33159,160105,0,0,0,0,0.0,4552402,2246244,8705,599,9945,21066,4.386,3.303,270,7732,610,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1960,50944,21128,46760,1525,3203,1109,54,199,2166,24200,26744,2.39,346300,63822,44.5,42.4,46.4,1444,22678,264125,1094262,0,0,0,0,0.0,4552402,2246244,21933,1712,24425,52419,15.997,0.564,249,14975,5398,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2109,3771,2028,3361,139,171,250,2,19,57,1951,1820,1.67,779800,117344,35.9,36.4,35.5,1376,38134,1316670,4750151,0,0,0,0,0.0,4552402,1887792,2402,1250,3514,4011,0.174,0.113,0,178,2224,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2116,20628,11026,15771,1500,1135,3341,15,97,423,10065,10563,1.62,875700,100674,33.7,34.8,32.7,2069,58445,1774873,5906275,0,0,0,0,0.0,4552402,1887792,12082,2109,14192,19572,0.63,0.103,0,1067,11015,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2370,17489,6697,16396,601,348,247,15,125,482,8358,9131,2.58,271700,70750,40.2,38.5,41.7,470,6993,111302,536865,0,0,0,0,0.0,4552402,1887792,7133,546,9117,18403,10.311,0.084,172,5079,567,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2481,16244,4817,14043,443,578,1883,13,54,170,6773,9471,2.94,1072700,179655,37.4,41.5,31.1,725,12974,311548,1116919,0,0,0,0,0.0,4552402,1887792,5145,628,6019,15126,5.642,0.095,85,4733,353,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2601,14089,6130,11611,1330,898,363,27,377,1300,6922,7167,2.24,244100,43052,41.7,39.7,43.3,1228,20022,207649,910668,0,0,0,0,0.0,215888,0,7335,1590,9576,16430,8.592,0.831,553,5193,993,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2903,10780,4841,7340,1454,1647,1473,37,178,848,5061,5719,1.63,289500,29560,27.4,29.7,25.1,1641,44343,640947,2574863,0,0,0,0,0.0,1600852,0,5411,1991,7668,8819,1.793,0.4970000000000001,279,1456,3827,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3101,3049,1836,2598,221,394,102,17,22,160,1766,1283,1.6,216300,30215,37.7,39.6,34.9,793,14314,234492,914582,0,0,0,0,0.0,400721,0,2186,1193,3362,3497,0.774,0.117,0,514,1620,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3301,33008,13493,30658,1023,679,1391,28,305,225,16520,16488,2.23,216100,56685,40.1,38.3,42.3,1583,29152,327923,1375872,0,0,0,0,0.0,146445,0,13654,2156,15582,30448,49.52,2.756,1,9698,2574,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
3801,21532,10306,20199,559,581,888,23,198,206,10451,11081,2.04,365600,70324,40.6,39.1,42.4,1887,37027,533700,2178530,0,0,0,0,0.0,4552402,418366,11195,2467,13130,22837,23.826,5.48,0,7140,2787,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
4101,17227,8998,14417,2102,666,656,30,339,339,8955,8272,1.78,289100,35162,33.0,33.8,32.1,1991,30489,362493,1559312,0,0,0,0,0.0,514098,0,10234,2543,12950,18216,1.982,0.924,162,4021,5118,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
4401,44899,19159,43004,879,587,799,46,837,181,21732,23167,2.2,155200,42351,38.2,35.9,40.1,1803,34948,319079,1360476,0,0,0,0,0.0,153923,0,19993,2112,22282,43984,100.231,6.292999999999998,0,14931,2091,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
4841,7297,3423,7152,78,97,65,8,136,38,3392,3905,2.06,158600,40987,43.5,40.3,46.4,433,5337,47333,198114,0,0,0,0,0.0,0,0,3484,517,4582,7177,12.841,0.7509999999999999,461,2694,249,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
5403,17593,7849,16186,450,333,1093,19,134,90,8289,9304,2.19,271600,66944,40.6,38.2,42.8,1020,17523,180676,747645,0,0,0,0,0.0,211261,0,9134,1073,9842,20003,16.401,0.192,0,4470,2160,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
5701,20802,9287,20329,283,296,229,20,193,103,9982,10820,2.16,171300,43532,44.7,42.8,46.6,1002,12635,124052,508818,0,0,0,0,0.0,61642,0,9599,1251,10983,20733,58.235,0.252,0,8129,300,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
6103,1410,869,927,197,142,219,3,10,91,821,589,1.43,155800,83048,31.1,32.0,29.8,677,18253,656931,1961509,0,0,0,0,0.0,1212381,0,2035,866,2900,2910,0.469,0.023,0,33,1407,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
6320,27617,10373,18058,5913,7815,1022,164,767,3801,13640,13977,2.3,183900,35400,30.3,29.1,31.6,732,12694,136555,602962,0,0,0,0,0.0,274055,0,11031,1077,12726,25371,5.5310000000000015,1.992,449,7007,2011,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
6510,2737,1591,1807,419,267,485,1,17,98,1398,1339,1.48,282400,50761,27.6,27.9,27.1,605,18796,340363,1404329,0,0,0,0,0.0,862477,0,2543,866,3404,3763,0.241,0.0,0,81,2454,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
6830,24027,9766,20477,1048,3374,1851,23,107,1116,11263,12764,2.43,1479700,104164,42.4,40.2,44.1,1518,20947,993221,2872620,0,0,0,0,0.0,916829,0,10406,1467,11810,25286,13.538,4.843,0,7863,1677,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
6880,26647,9702,25035,410,940,1316,33,63,237,12827,13820,2.72,1080800,165688,44.7,44.2,45.1,1469,15143,741404,1980275,0,0,0,0,0.0,916829,0,10344,1566,12078,28135,20.12,5.8820000000000014,0,9629,357,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
6901,6828,3960,3933,1365,1147,1189,18,41,499,3408,3420,1.71,301700,64543,34.1,33.0,35.4,1096,21065,804944,2569846,0,0,0,0,0.0,916829,0,5596,1115,7045,9569,0.465,0.0,0,208,5042,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
7059,15311,5059,12624,265,820,2492,19,31,154,7480,7831,3.01,718700,139181,43.8,43.8,43.8,742,12126,450295,1454165,0,0,0,0,0.0,18897109,2471171,5593,486,7114,16834,19.567,0.077,148,5210,88,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
7078,13250,4177,11028,149,319,2239,14,13,58,6494,6756,3.17,1313500,0,41.2,41.0,41.5,582,11501,241046,919221,0,0,0,0,0.0,18897109,2471171,4387,356,5096,13906,6.47,0.539,117,4181,176,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
7086,12554,5712,9435,754,5055,1144,12,120,1610,6121,6433,2.2,529200,83447,37.2,36.4,38.1,197,3695,209357,540046,0,0,0,0,0.0,18897109,13866159,6929,226,8900,15243,0.8079999999999999,0.025,112,1970,4888,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
7090,30338,10577,27301,1136,1492,2060,29,102,331,14593,15745,2.85,688800,149988,41.0,39.9,42.1,905,8282,84934,361677,0,0,0,0,0.0,18897109,2471171,10800,824,11706,30780,6.724,0.024,0,9514,890,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
7310,12838,5790,3273,824,865,8529,10,66,423,6789,6049,2.19,645100,134951,30.2,30.6,29.7,550,22452,827925,2679437,0,0,0,0,0.0,18897109,13866159,8338,415,8753,18260,0.615,0.034,0,33,7993,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
7652,26342,8630,19434,477,1913,6344,134,68,549,12825,13517,2.92,565300,101793,46.3,45.1,47.4,2026,39847,553692,2238726,0,0,0,0,0.0,18897109,13866159,8761,1769,11039,25582,10.47,0.05,0,8151,381,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
7701,23813,9568,19173,1804,4779,503,36,285,2525,11703,12110,2.47,378900,76259,40.0,37.5,42.7,1322,20786,332869,1386017,0,0,0,0,0.0,18897109,13866159,10296,1594,12525,25431,9.274,1.406,320,7649,1203,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
7932,9868,3969,8851,294,396,763,5,22,93,4662,5206,2.47,607600,116472,43.8,42.5,45.0,632,19291,567756,2269594,0,0,0,0,0.0,18897109,2471171,4546,625,5266,11228,6.774,0.246,133,2541,172,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
8054,41864,17538,34014,4606,1907,3469,61,251,584,19524,22340,2.38,252900,87958,41.8,39.7,43.5,1461,42599,696648,2813307,0,0,0,0,0.0,5965343,1250679,18804,1266,26440,44753,21.695,0.279,418,10098,725,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
8225,8659,3174,7692,337,692,456,6,44,309,4129,4530,2.67,234200,71810,43.2,41.0,45.0,406,3267,35639,157659,0,0,0,0,0.0,274549,0,3145,423,3821,8397,6.233,1.574,154,3023,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
8540,47115,17176,32133,2641,2812,12292,59,233,1155,22972,24143,2.51,617000,124954,37.8,36.1,39.2,2135,44013,1176874,4159696,0,0,0,0,0.0,366513,0,18548,1681,26432,46555,51.916,1.012,0,10687,3131,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
8736,12578,4955,12230,87,591,188,6,26,208,6132,6446,2.52,561000,106362,45.3,44.2,46.2,599,5833,69414,321872,0,0,0,0,0.0,18897109,13866159,5517,663,6559,13902,4.623,1.422,175,5283,43,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
10019,42870,25905,30902,2792,6715,7864,83,321,2502,21379,21491,1.63,929700,94477,37.0,37.4,36.6,4762,148354,7186564,21082378,0,0,0,0,0.0,18897109,13866159,29712,3324,33036,48430,0.68,0.0,0,86,29626,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
10022,31924,19253,28038,701,1729,3202,43,76,411,14487,17437,1.62,904000,123693,45.3,45.3,45.3,6309,142385,8179150,23065864,0,0,0,0,0.0,18897109,13866159,18324,4286,22620,29684,0.436,0.0,0,211,18113,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
10604,11250,4017,8965,838,2609,646,26,77,1043,5391,5859,2.79,637600,84741,39.5,37.7,40.7,622,11298,286041,1101316,0,0,0,0,0.0,18897109,13866159,3721,503,4751,10381,6.813,1.252,0,2809,780,4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
11747,19803,7221,17432,763,992,1592,12,86,276,9405,10398,2.67,609200,123167,45.6,44.1,46.9,1898,52553,1265078,4577515,0,0,0,0,0.0,18897109,2832882,7747,1326,10114,20684,13.161,0.0,306,4444,0,8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
11753,12014,4159,8686,186,327,3158,5,15,102,5852,6162,2.88,738900,149750,45.0,44.8,45.1,1045,12287,250058,973783,0,0,0,0,0.0,18897109,2832882,4195,600,5474,12081,3.876,0.016,167,3162,239,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
11777,8968,3521,8120,174,547,569,7,39,202,4427,4541,2.45,521500,104167,44.1,42.6,45.4,468,8050,103876,465889,0,0,0,0,0.0,18897109,2832882,3754,443,5797,9197,4.3610000000000015,2.105,136,2877,398,8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
11968,11593,4426,9763,687,2126,227,22,730,490,5804,5789,2.52,838300,81740,43.7,41.8,45.5,967,7778,93670,456050,0,0,0,0,0.0,18897109,2832882,7546,879,8453,19015,26.676,6.122999999999998,0,6771,63,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
12207,1948,1062,511,1256,234,94,9,28,127,1007,941,1.77,0,12454,37.1,39.2,35.1,596,10181,171933,675051,0,0,0,0,0.0,870716,0,1379,820,2929,2440,1.061,0.156,0,190,1065,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
12801,14707,6548,14243,437,334,154,6,151,81,7138,7569,2.22,150800,46305,37.6,35.9,39.1,554,11967,144915,569316,0,0,0,0,0.0,128923,0,7075,741,8635,15706,3.949,0.138,604,6151,384,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
13202,5438,2292,1786,3249,463,361,23,126,172,3103,2335,1.84,83900,14793,28.5,30.0,26.9,859,17686,238853,985068,0,0,0,0,0.0,662577,0,3039,1360,4306,5591,0.998,0.0,0,935,1877,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
13601,38158,15470,34458,2863,1926,896,124,492,625,18821,19337,2.37,142200,46125,34.3,32.8,36.2,1223,20311,171398,715561,0,0,0,0,0.0,116229,0,16671,1497,18742,39510,140.705,2.754,464,12100,2330,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
14202,3911,1892,2444,1202,672,78,8,52,271,2403,1508,1.59,363500,41731,36.6,36.1,37.5,807,20121,296841,1094446,0,0,0,0,0.0,1135509,0,1964,1007,3056,3122,0.83,0.386,0,207,1480,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
14221,53555,22676,47922,1930,1020,3931,44,202,314,24916,28639,2.3,200500,78002,46.5,43.9,48.7,2505,42827,447911,1876393,0,0,0,0,0.0,1135509,0,23155,2181,25318,53256,22.993,0.026,0,17993,4446,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
14625,10387,4522,9927,219,233,274,13,59,56,5073,5314,2.28,171700,74663,47.2,45.7,48.7,458,7398,106918,443988,0,0,0,0,0.0,1054323,0,4605,378,6750,10499,7.641,0.187,146,3951,417,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
14701,40730,17097,38148,2208,2827,307,43,529,926,19813,20917,2.3,73300,37016,40.0,38.9,41.3,918,14380,107129,463342,0,0,0,0,0.0,134905,0,16630,1236,17843,38249,92.383,0.304,0,14964,1325,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
15143,19660,7968,18116,605,282,1046,15,72,68,9368,10292,2.44,287100,94847,44.7,43.3,45.8,689,9020,115266,480427,0,0,0,0,0.0,2356285,0,8940,640,10322,21813,36.825,0.6859999999999999,193,7393,877,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
15219,16696,5628,6489,10047,305,254,21,130,85,8544,8152,1.87,85000,21795,26.6,27.1,25.9,1271,41298,686912,2702085,0,0,0,0,0.0,2356285,0,5678,1620,7392,10617,2.294,0.379,67,2873,2104,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
15232,11374,6517,8817,737,375,1851,10,45,118,5517,5857,1.66,326500,49882,28.7,29.1,28.2,371,9263,117644,518322,0,0,0,0,0.0,2356285,0,6770,386,7237,11238,0.795,0.0,48,2567,4127,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
15317,36535,14600,34761,1421,486,573,16,113,209,17693,18842,2.47,235500,77804,42.8,41.6,44.0,1422,29297,572677,2054161,0,0,0,0,0.0,2356285,0,17435,1432,18966,43064,45.724,0.345,225,14560,729,4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
16507,11088,4158,7887,3025,882,194,5,131,443,5592,5496,2.31,57700,28347,27.2,27.8,26.5,233,8243,77189,346938,0,0,0,0,0.0,280566,0,3906,320,4609,9022,2.101,0.949,0,3415,333,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
18940,28825,10867,26423,423,534,2060,8,102,139,13894,14931,2.63,446100,113007,43.4,42.2,44.2,1085,13034,180333,741677,0,0,0,0,0.0,5965343,1924009,11569,858,14175,30426,32.681,0.21600000000000005,320,7232,203,8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
19103,21908,14776,17462,1644,879,2923,39,150,256,10226,11682,1.45,469500,70746,33.7,33.9,33.4,2745,82373,2318117,8283098,0,0,0,0,0.0,5965343,2084985,18534,2554,21475,26874,0.639,0.014,225,1773,16599,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
19428,16580,7579,14770,1102,498,706,8,95,190,8293,8287,2.18,292200,79685,34.3,33.6,35.2,1191,26459,566117,2167408,0,0,0,0,0.0,5965343,1924009,9412,1137,14525,20518,7.6,0.309,180,5996,1878,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
19807,7405,3144,6749,236,171,469,0,16,58,3571,3834,2.33,785000,140400,49.3,48.4,49.9,427,3451,45235,197430,0,0,0,0,0.0,5965343,705670,3624,229,4562,8443,19.614,0.343,331,2544,974,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
20005,12775,8316,8478,2157,2142,1232,33,128,1228,7000,5775,1.5,506900,91204,32.5,34.0,30.9,2229,56755,1424526,5533294,75,601723,617996,16273,2.7,5582170,4431070,8889,1986,10892,13333,0.426,0.0,10,318,8373,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
20814,27642,13014,23323,1401,2092,3075,59,177,514,13049,14593,2.07,687000,116108,40.3,38.9,41.4,2389,54845,1082219,4111544,0,0,0,0,0.0,5582170,1205162,15185,2055,17131,31432,5.083,0.02,0,5505,8913,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
21031,4,2,4,0,0,0,0,0,0,3,1,2.0,0,0,35.5,35.5,35.5,309,15312,294955,1101400,0,0,0,0,0.0,2710489,0,0,262,1438,0,0.971,0.0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
21202,22832,8213,6611,15206,666,984,33,169,277,13852,8980,1.87,214600,37034,32.3,32.8,31.5,1600,44296,1072581,4108143,0,0,0,0,0.0,2710489,0,10280,2004,13312,19223,1.587,0.128,0,2314,6675,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
21401,36012,15675,26322,7207,3314,1009,40,279,1945,17315,18697,2.22,438800,88599,42.1,39.6,44.8,2765,44641,635966,2593489,0,0,0,0,0.0,2710489,0,18560,3231,21834,41203,19.736,2.2840000000000003,369,9560,4573,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
22182,24863,8601,19262,807,1304,5313,33,95,311,12272,12591,2.89,829200,170839,41.9,41.5,42.3,1757,41171,847618,3398334,0,0,0,0,0.0,5582170,4431070,9630,1412,12495,27830,11.76,0.054000000000000006,0,6807,1190,10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
23219,3781,1749,1541,1926,138,325,6,40,60,2078,1703,1.63,285500,23177,27.5,29.3,25.8,985,26286,689303,2378076,0,0,0,0,0.0,1258251,0,3746,1233,4957,6105,1.535,0.282,0,326,3153,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
23462,61973,24396,35956,21785,4612,4226,259,886,1923,29433,32540,2.5,199000,58788,31.6,30.3,33.0,1908,32532,356399,1451836,0,0,0,0,0.0,1671683,0,27696,2191,29850,69240,11.71,0.28600000000000003,0,9826,3512,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
23510,7031,2986,3058,3806,134,202,6,46,26,3852,3179,1.83,375500,49724,33.1,33.3,32.9,1003,17393,219956,909984,0,0,0,0,0.0,1671683,0,4705,1098,6206,8610,1.125,0.39,0,926,2978,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
24011,219,127,197,17,6,7,0,2,0,109,110,1.51,1000000,66458,31.7,33.5,29.8,323,7124,109615,438003,0,0,0,0,0.0,308707,0,534,540,1025,806,0.172,0.0,0,72,348,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
27408,17296,7932,15199,1562,429,527,24,122,188,8218,9078,2.18,217300,58673,42.9,41.2,44.6,1158,18580,336710,1203669,0,0,0,0,0.0,723801,0,8461,1306,11756,18444,7.625,0.136,0,7379,960,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
27517,23346,10299,19096,2125,1859,1510,26,173,995,10960,12386,2.24,374900,84900,41.2,40.0,42.6,675,8134,125127,479512,0,0,0,0,0.0,504357,0,12558,634,16705,28129,45.967,5.782,0,7099,2107,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
27612,35028,16708,27513,4765,2851,1638,47,307,1568,16525,18503,2.08,290900,72910,36.2,35.5,37.0,1493,27417,348753,1416413,49,900993,929780,28787,3.2,1130490,0,19054,1350,20219,39632,18.76,0.233,0,7975,7881,13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
28211,28523,12207,23040,4010,1449,1097,35,192,704,13656,14867,2.31,389700,74921,38.7,37.6,39.7,1291,19882,291023,1159732,77,919628,944373,24745,2.7,1758038,0,13966,941,16166,32261,10.775,0.019,0,9100,3690,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
28277,59664,23801,47888,5375,3594,6112,52,386,1269,28549,31115,2.51,295500,98186,37.2,36.6,37.7,2317,34367,716479,2488021,77,919628,944373,24745,2.7,1758038,0,29288,1679,30654,73512,23.395,0.304,224,17741,7902,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
28403,36063,15800,29126,5442,2439,628,65,399,1219,17299,18764,2.03,236500,34590,27.9,27.8,28.0,2130,28870,230019,993581,0,0,0,0,0.0,362315,0,18953,2787,21077,38474,14.072,0.278,0,7970,5500,15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
28801,15019,6651,10386,4483,399,180,21,222,141,7265,7754,1.99,265500,32321,35.8,35.7,36.0,1597,24241,269620,1208913,0,0,0,0,0.0,424858,0,7631,2168,9687,15185,5.082,0.096,0,3743,1895,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
29492,10262,4182,8876,1156,201,257,15,47,58,4956,5306,2.45,473000,100489,35.5,35.5,35.5,620,10874,161985,707762,50,177843,183525,5682,3.2,664607,0,8082,603,8925,19800,49.742,9.955,0,4400,2174,8,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
29601,10550,4616,5646,4632,503,87,15,93,269,5716,4834,1.89,268300,35509,40.4,39.8,41.5,1375,20748,298827,1369090,0,0,0,0,0.0,636986,0,6793,1575,8165,12838,4.2780000000000005,0.024,0,2457,3353,23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
30004,53033,19166,41155,5140,4811,5623,55,350,1988,26005,27028,2.77,358500,100666,36.4,35.9,37.0,2472,43545,758573,2929281,53,920583,949599,29016,3.2,5268860,0,23844,1738,24815,66047,57.39100000000001,0.742,0,15928,4184,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
30305,22999,12316,19619,2102,1400,863,26,135,699,11065,11934,1.85,495400,87516,38.3,38.2,38.4,2158,37747,728825,2847488,53,920583,949599,29016,3.2,5268860,0,15651,2075,17545,28954,6.435,0.028,0,5054,8909,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
30326,4802,3080,3194,937,381,614,6,36,178,2424,2378,1.56,275000,83805,33.2,33.4,33.0,1455,38449,1154267,3783992,53,920583,949599,29016,3.2,5268860,0,5205,1315,6392,8119,0.6920000000000001,0.0,0,52,4625,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
30328,30348,14330,22458,4562,2689,2526,42,183,1286,14364,15984,2.12,361800,80826,38.3,36.8,39.7,2559,59857,1774922,5657775,53,920583,949599,29016,3.2,5268860,0,17551,2317,19793,37208,12.907,0.226,0,7586,6147,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
32082,28996,12679,27964,386,995,674,35,116,213,13812,15184,2.28,453000,97257,48.5,48.1,48.9,1114,10668,151763,562019,0,0,0,0,0.0,1345596,0,14156,793,17858,32275,33.253,14.386,0,9031,2919,58,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
32202,7915,1727,3120,4651,288,106,12,58,67,5633,2282,1.43,129600,26250,36.9,34.6,43.6,876,21996,463794,1721736,0,0,0,0,0.0,1345596,0,2425,1055,3456,3467,1.977,0.944,0,212,1986,15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
32605,22925,9881,19150,2432,1774,1382,32,151,396,11019,11906,2.31,170600,65534,39.2,36.2,41.9,676,10954,84432,364896,0,0,0,0,0.0,264275,0,10652,573,11105,24606,10.007,0.047,0,5881,1233,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
